date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:10:32	233603/233603	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Nov%202023%2008:14:10%20GMT	https://www.themetechit.com/portfolio/assets/images/about/about.png	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/about/about.png	(from https://www.themetechit.com/portfolio/)
14:10:33	16279/16279	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Dec%202023%2010:32:50%20GMT	https://www.themetechit.com/portfolio/assets/images/about/Vector.png	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/about/Vector.png	(from https://www.themetechit.com/portfolio/)
14:10:33	112623/112623	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2013:02:38%20GMT	https://www.themetechit.com/portfolio/assets/images/portfolio/02.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/portfolio/02.jpg	(from https://www.themetechit.com/portfolio/)
14:10:34	100048/100048	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2013:01:52%20GMT	https://www.themetechit.com/portfolio/assets/images/portfolio/01.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/portfolio/01.jpg	(from https://www.themetechit.com/portfolio/)
14:10:35	190188/190188	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2014:10:46%20GMT	https://www.themetechit.com/portfolio/assets/images/portfolio/05.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/portfolio/05.jpg	(from https://www.themetechit.com/portfolio/)
14:10:36	91970/91970	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2014:16:02%20GMT	https://www.themetechit.com/portfolio/assets/images/portfolio/04.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/portfolio/04.jpg	(from https://www.themetechit.com/portfolio/)
14:10:37	135042/135042	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2014:01:54%20GMT	https://www.themetechit.com/portfolio/assets/images/portfolio/03.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/portfolio/03.jpg	(from https://www.themetechit.com/portfolio/)
14:10:38	21839/21839	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2009:07:06%20GMT	https://www.themetechit.com/portfolio/assets/images/testimonials/1.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/testimonials/1.jpg	(from https://www.themetechit.com/portfolio/)
14:10:39	27749/27749	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2009:06:42%20GMT	https://www.themetechit.com/portfolio/assets/images/testimonials/2.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/testimonials/2.jpg	(from https://www.themetechit.com/portfolio/)
14:10:39	31664/31664	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2009:06:48%20GMT	https://www.themetechit.com/portfolio/assets/images/testimonials/3.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/testimonials/3.jpg	(from https://www.themetechit.com/portfolio/)
14:10:39	27511/27511	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2009:06:54%20GMT	https://www.themetechit.com/portfolio/assets/images/testimonials/4.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/testimonials/4.jpg	(from https://www.themetechit.com/portfolio/)
14:10:39	3657/3657	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Nov%202023%2010:19:14%20GMT	https://www.themetechit.com/portfolio/assets/images/blog/b01.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/blog/b01.jpg	(from https://www.themetechit.com/portfolio/)
14:10:40	5504/5504	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Nov%202023%2010:19:34%20GMT	https://www.themetechit.com/portfolio/assets/images/blog/b02.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/blog/b02.jpg	(from https://www.themetechit.com/portfolio/)
14:10:40	4325/4325	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Nov%202023%2010:19:58%20GMT	https://www.themetechit.com/portfolio/assets/images/blog/b03.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/blog/b03.jpg	(from https://www.themetechit.com/portfolio/)
14:10:41	111958/111958	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2014:19:30%20GMT	https://www.themetechit.com/portfolio/assets/images/portfolio/06.jpg	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/images/portfolio/06.jpg	(from https://www.themetechit.com/portfolio/)
14:10:41	89666/89666	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2005%20Nov%202022%2020:13:28%20GMT	https://www.themetechit.com/portfolio/assets/js/jquery.min.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/jquery.min.js	(from https://www.themetechit.com/portfolio/)
14:10:42	60089/60089	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2022%20Jun%202021%2018:29:16%20GMT	https://www.themetechit.com/portfolio/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/bootstrap.min.js	(from https://www.themetechit.com/portfolio/)
14:10:42	13190/13190	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2021%20Dec%202022%2008:26:52%20GMT	https://www.themetechit.com/portfolio/assets/js/waypoints.min.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/waypoints.min.js	(from https://www.themetechit.com/portfolio/)
14:10:42	2185/2185	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2021%20Dec%202022%2018:46:54%20GMT	https://www.themetechit.com/portfolio/assets/js/counterup.min.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/counterup.min.js	(from https://www.themetechit.com/portfolio/)
14:10:42	53181/53181	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2001%20Nov%202021%2012:30:36%20GMT	https://www.themetechit.com/portfolio/assets/js/slick-slider.min.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/slick-slider.min.js	(from https://www.themetechit.com/portfolio/)
14:10:43	11803/11803	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2015%20Oct%202021%2008:15:58%20GMT	https://www.themetechit.com/portfolio/assets/js/typed.min.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/typed.min.js	(from https://www.themetechit.com/portfolio/)
14:10:43	5360/5360	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2025%20Mar%202022%2013:20:12%20GMT	https://www.themetechit.com/portfolio/assets/js/one-page-nav.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/one-page-nav.js	(from https://www.themetechit.com/portfolio/)
14:10:44	89031/89031	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2001%20Oct%202018%2019:09:42%20GMT	https://www.themetechit.com/portfolio/assets/js/mixitup.min.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/mixitup.min.js	(from https://www.themetechit.com/portfolio/)
14:10:45	67704/67704	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Mar%202022%2010:14:46%20GMT	https://www.themetechit.com/portfolio/assets/js/fancybox.min.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/fancybox.min.js	(from https://www.themetechit.com/portfolio/)
14:10:45	14243/14243	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2007%20Jul%202018%2018:40:38%20GMT	https://www.themetechit.com/portfolio/assets/js/aos.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/aos.js	(from https://www.themetechit.com/portfolio/)
14:10:45	2381/2381	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2020%20Nov%202022%2018:40:02%20GMT	https://www.themetechit.com/portfolio/assets/js/scrolltop.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/scrolltop.js	(from https://www.themetechit.com/portfolio/)
14:10:46	3075/3075	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2003%20Dec%202023%2011:23:58%20GMT	https://www.themetechit.com/portfolio/assets/js/app.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/app.js	(from https://www.themetechit.com/portfolio/)
14:10:46	962/962	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2003%20Dec%202023%2005:30:54%20GMT	https://www.themetechit.com/portfolio/assets/js/contact.js	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/js/contact.js	(from https://www.themetechit.com/portfolio/)
14:10:48	189684/189684	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2001%20Aug%202023%2011:27:00%20GMT	https://www.themetechit.com/portfolio/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/webfonts/fa-brands-400.ttf	(from https://www.themetechit.com/portfolio/assets/css/all.min.css)
14:10:48	109808/109808	---M--	200	added ('OK')	font/woff2	date:Tue,%2001%20Aug%202023%2011:27:00%20GMT	https://www.themetechit.com/portfolio/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/webfonts/fa-brands-400.woff2	(from https://www.themetechit.com/portfolio/assets/css/all.min.css)
14:10:49	24488/24488	---M--	200	added ('OK')	font/woff2	date:Tue,%2001%20Aug%202023%2011:27:00%20GMT	https://www.themetechit.com/portfolio/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/webfonts/fa-regular-400.woff2	(from https://www.themetechit.com/portfolio/assets/css/all.min.css)
14:10:49	63348/63348	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2001%20Aug%202023%2011:27:00%20GMT	https://www.themetechit.com/portfolio/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/webfonts/fa-regular-400.ttf	(from https://www.themetechit.com/portfolio/assets/css/all.min.css)
14:10:50	150020/150020	---M--	200	added ('OK')	font/woff2	date:Tue,%2001%20Aug%202023%2011:27:00%20GMT	https://www.themetechit.com/portfolio/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/webfonts/fa-solid-900.woff2	(from https://www.themetechit.com/portfolio/assets/css/all.min.css)
14:10:50	4568/4568	---M--	200	added ('OK')	font/woff2	date:Tue,%2001%20Aug%202023%2011:27:00%20GMT	https://www.themetechit.com/portfolio/assets/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/webfonts/fa-v4compatibility.woff2	(from https://www.themetechit.com/portfolio/assets/css/all.min.css)
14:10:51	10172/10172	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2001%20Aug%202023%2011:27:00%20GMT	https://www.themetechit.com/portfolio/assets/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/webfonts/fa-v4compatibility.ttf	(from https://www.themetechit.com/portfolio/assets/css/all.min.css)
14:10:51	394668/394668	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2001%20Aug%202023%2011:27:00%20GMT	https://www.themetechit.com/portfolio/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Portafolio%20-%20Dana/www.themetechit.com/portfolio/assets/webfonts/fa-solid-900.ttf	(from https://www.themetechit.com/portfolio/assets/css/all.min.css)
